Gene stable ID	Gene name	Mouse gene stable ID	Mouse gene name	Mouse homology type
ENSG00000131730	CKMT2	ENSMUSG00000021622	Ckmt2	ortholog_one2one
ENSG00000177889	UBE2N			
ENSG00000270578	AP000787.2			
ENSG00000186868	MAPT	ENSMUSG00000018411	Mapt	ortholog_one2one
ENSG00000263465	SRSF8			
ENSG00000248676	AC083902.1			
ENSG00000095059	DHPS	ENSMUSG00000060038	Dhps	ortholog_one2one
ENSG00000197472	ZNF695	ENSMUSG00000055341	Zfp457	ortholog_many2many
ENSG00000197472	ZNF695	ENSMUSG00000071291	Zfp58	ortholog_many2many
ENSG00000197472	ZNF695	ENSMUSG00000090659	Zfp493	ortholog_many2many
ENSG00000197472	ZNF695	ENSMUSG00000114923	CT573016.1	ortholog_many2many
ENSG00000197472	ZNF695	ENSMUSG00000030446	Zfp273	ortholog_many2many
ENSG00000197472	ZNF695	ENSMUSG00000069184	Zfp72	ortholog_many2many
ENSG00000197472	ZNF695	ENSMUSG00000055480	Zfp458	ortholog_many2many
ENSG00000197472	ZNF695	ENSMUSG00000098905	Zfp953	ortholog_many2many
ENSG00000197472	ZNF695	ENSMUSG00000058331	Zfp85	ortholog_many2many
ENSG00000197472	ZNF695	ENSMUSG00000048280	Zfp738	ortholog_many2many
ENSG00000197472	ZNF695	ENSMUSG00000057396	Zfp759	ortholog_many2many
ENSG00000197472	ZNF695	ENSMUSG00000071281	Zfp65	ortholog_many2many
ENSG00000197472	ZNF695	ENSMUSG00000058883	Zfp708	ortholog_many2many
ENSG00000197472	ZNF695	ENSMUSG00000097333	Zfp87	ortholog_many2many
ENSG00000138823	MTTP	ENSMUSG00000028158	Mttp	ortholog_one2one
ENSG00000277462	ZNF670			
ENSG00000233208	LINC00642			
ENSG00000176343	RPL37AP8			
ENSG00000258734	AL049873.2			
ENSG00000213598	AL049873.1			
ENSG00000136155	SCEL	ENSMUSG00000022123	Scel	ortholog_one2one
ENSG00000232888	RPS11P5			
ENSG00000224347	SCEL-AS1			
ENSG00000250544	LINC02059			
ENSG00000214211	CTAGE14P			
ENSG00000117481	NSUN4	ENSMUSG00000028706	Nsun4	ortholog_one2one
ENSG00000090615	GOLGA3	ENSMUSG00000029502	Golga3	ortholog_one2one
ENSG00000227051	C14orf132	ENSMUSG00000094910	D430019H16Rik	ortholog_one2one
ENSG00000260541	AL031722.1			
ENSG00000214425	LRRC37A4P			
ENSG00000196967	ZNF585A	ENSMUSG00000062040	Zfp27	ortholog_one2many
ENSG00000137869	CYP19A1	ENSMUSG00000032274	Cyp19a1	ortholog_one2one
ENSG00000168661	ZNF30			
ENSG00000223519	KIF28P			
ENSG00000227953	LINC01341			
ENSG00000260855	AL591848.4			
ENSG00000235386	AC113174.1			
ENSG00000270624	AC008555.4			
ENSG00000233536	AP000943.1			
ENSG00000283906	IGHV4-80			
ENSG00000266311	AC007952.8			
ENSG00000211976	IGHV3-73	ENSMUSG00000076653	Ighv7-2	ortholog_many2many
ENSG00000211976	IGHV3-73	ENSMUSG00000076652	Ighv7-3	ortholog_many2many
ENSG00000211976	IGHV3-73	ENSMUSG00000076668	Ighv7-4	ortholog_many2many
ENSG00000211976	IGHV3-73	ENSMUSG00000076665	Ighv7-1	ortholog_many2many
ENSG00000253247	IGHV3-76			
ENSG00000154079	SDHAF4	ENSMUSG00000026154	Sdhaf4	ortholog_one2one
ENSG00000261863	LINC01996			
ENSG00000276258	KIR2DS2			
ENSG00000245598	DACT3-AS1			
ENSG00000167741	GGT6	ENSMUSG00000040471	Ggt6	ortholog_one2one
ENSG00000235298	AL354733.3			
ENSG00000278971	AC091305.2			
ENSG00000227703	RANP1			
ENSG00000223412	SUCLA2P1			
ENSG00000237207	RBM17P3			
ENSG00000225672	CCNT2P1			
ENSG00000274189	KIR2DL4			
ENSG00000234258	HSPA1L			
ENSG00000229629	AL500527.2			
ENSG00000267546	AC015802.4			
ENSG00000228879	AL591848.1			
ENSG00000274861	LILRP2			
ENSG00000242858	AC020899.1			
ENSG00000251456	AC113398.2			
ENSG00000164404	GDF9	ENSMUSG00000018238	Gdf9	ortholog_one2one
ENSG00000267446	AC003070.2			
ENSG00000242852	ZNF709	ENSMUSG00000090093	Gm14399	ortholog_one2many
ENSG00000129654	FOXJ1	ENSMUSG00000034227	Foxj1	ortholog_one2one
ENSG00000232811	AL360270.1			
ENSG00000121931	LRIF1	ENSMUSG00000056260	Lrif1	ortholog_one2one
ENSG00000258390	LINC02318			
ENSG00000267376	ATP5LP6			
ENSG00000239568	AC104435.1			
ENSG00000105388	CEACAM5	ENSMUSG00000074272	Ceacam1	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000030373	Psg28	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000054169	Ceacam10	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000053228	Ceacam3	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000054385	Ceacam2	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000008789	Ceacam5	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000023159	Psg29	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000070797	Psg27	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000044903	Psg22	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000066760	Psg16	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000003505	Psg18	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000070796	Psg21	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000074359	Psg23	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000030366	Ceacam12	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000023185	Ceacam14	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000004542	Psg19	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000057195	Ceacam13	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000004540	Psg17	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000070799	Psg26	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000070798	Psg25	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000063305	Psg20	ortholog_many2many
ENSG00000105388	CEACAM5	ENSMUSG00000030368	Ceacam11	ortholog_many2many
ENSG00000223672	AL162386.1			
ENSG00000227913	KRT8P44			
ENSG00000270816	LINC00221			
ENSG00000276502	AL354718.2			
ENSG00000164022	AIMP1	ENSMUSG00000028029	Aimp1	ortholog_one2one
ENSG00000276831	AC020922.4			
ENSG00000254932	AP001007.1			
ENSG00000239281	RPS29P2			
ENSG00000104332	SFRP1	ENSMUSG00000031548	Sfrp1	ortholog_one2one
ENSG00000015413	DPEP1	ENSMUSG00000019278	Dpep1	ortholog_one2one
ENSG00000279329	AC020910.5			
ENSG00000165495	PKNOX2	ENSMUSG00000035934	Pknox2	ortholog_one2one
ENSG00000187398	LUZP2	ENSMUSG00000063297	Luzp2	ortholog_one2one
ENSG00000139645	ANKRD52	ENSMUSG00000014498	Ankrd52	ortholog_one2one
ENSG00000278744	AL449363.1			
ENSG00000283307	OR5AK4P			
ENSG00000237845	AL139161.2			
ENSG00000101278	RPS10P5			
ENSG00000170584	NUDCD2	ENSMUSG00000020328	Nudcd2	ortholog_one2one
ENSG00000262482	AC004034.1			
ENSG00000262959	RPL23AP86			
ENSG00000018280	SLC11A1	ENSMUSG00000026177	Slc11a1	ortholog_one2one
ENSG00000250114	AC008723.1			
ENSG00000168876	ANKRD49	ENSMUSG00000031931	Ankrd49	ortholog_one2one
ENSG00000224389	C4B	ENSMUSG00000073418	C4b	ortholog_one2many
ENSG00000235768	BRD7P5			
ENSG00000173991	TCAP	ENSMUSG00000007877	Tcap	ortholog_one2one
ENSG00000280157	AL359510.2			
ENSG00000253587	IGHV3-30-2			
ENSG00000237424	FOXD2-AS1			
ENSG00000150401	DCUN1D2	ENSMUSG00000038506	Dcun1d2	ortholog_one2one
ENSG00000119383	PTPA	ENSMUSG00000039515	Ptpa	ortholog_one2one
ENSG00000273674	AC021752.1			
ENSG00000242412	DBIL5P2			
ENSG00000102189	EEA1	ENSMUSG00000036499	Eea1	ortholog_one2one
ENSG00000234219	CDCA4P4			
ENSG00000255507	AP003031.2			
ENSG00000233307	AC011753.3			
ENSG00000115507	OTX1	ENSMUSG00000005917	Otx1	ortholog_one2one
ENSG00000279602	AC109326.1			
ENSG00000283411	AL590627.2			
ENSG00000184361	SPATA32	ENSMUSG00000044787	Spata32	ortholog_one2one
ENSG00000275954	TBC1D3F			
ENSG00000234319	RPS12P2			
ENSG00000231628	AL133406.2			
ENSG00000248015	AC005329.1			
ENSG00000254980	AP002008.1			
ENSG00000267680	ZNF224			
ENSG00000185869	ZNF829			
ENSG00000242028	HYPK	ENSMUSG00000027245	Hypk	ortholog_one2one
ENSG00000119326	CTNNAL1	ENSMUSG00000038816	Ctnnal1	ortholog_one2one
ENSG00000253412	IGHVIII-13-1			
ENSG00000227859	MAS1LP1			
ENSG00000258100	AC025035.1			
ENSG00000211938	IGHV3-7			
ENSG00000258148	AC007115.1			
ENSG00000253763	IGHV3-6			
ENSG00000166391	MOGAT2	ENSMUSG00000052396	Mogat2	ortholog_one2one
ENSG00000258813	AL442663.3			
ENSG00000225200	AC246787.1			
ENSG00000228706	HCG4			
ENSG00000213946	DNAJB1P1			
ENSG00000150750	C11orf53	ENSMUSG00000036027	1810046K07Rik	ortholog_one2one
ENSG00000165115	KIF27	ENSMUSG00000060176	Kif27	ortholog_one2one
ENSG00000255035	SDHCP4			
ENSG00000217165	ANKRD18EP			
ENSG00000091664	SLC17A6	ENSMUSG00000030500	Slc17a6	ortholog_one2one
ENSG00000234918	AL157387.1			
ENSG00000170802	FOXN2	ENSMUSG00000034998	Foxn2	ortholog_one2one
ENSG00000111358	GTF2H3	ENSMUSG00000029387	Gtf2h3	ortholog_one2one
ENSG00000279855	AC005618.3			
ENSG00000276547	PCDHGB5	ENSMUSG00000103749	Pcdhgb5	ortholog_one2one
ENSG00000258578	AC008015.1			
ENSG00000225355	ARL6IP1P2			
ENSG00000255882	AC091814.1			
ENSG00000198624	CCDC69	ENSMUSG00000049588	Ccdc69	ortholog_one2one
ENSG00000134207	SYT6	ENSMUSG00000027849	Syt6	ortholog_one2one
ENSG00000272070	AC005618.1			
ENSG00000226646	RPL7P37			
ENSG00000161714	PLCD3	ENSMUSG00000020937	Plcd3	ortholog_one2one
ENSG00000256912	AC007068.2			
ENSG00000211892	IGHG4	ENSMUSG00000076613	Ighg2b	ortholog_many2many
ENSG00000211892	IGHG4	ENSMUSG00000076614	Ighg1	ortholog_many2many
ENSG00000211892	IGHG4	ENSMUSG00000076612	Ighg2c	ortholog_many2many
ENSG00000211892	IGHG4	ENSMUSG00000076615	Ighg3	ortholog_many2many
ENSG00000160181	TFF2	ENSMUSG00000024028	Tff2	ortholog_one2one
ENSG00000156127	BATF	ENSMUSG00000034266	Batf	ortholog_one2one
ENSG00000231420	LINC01817			
ENSG00000230645	LINC01818			
ENSG00000226825	LINC01509			
ENSG00000229698	HLA-F			
ENSG00000226267	HCG9P5			
ENSG00000092439	TRPM7	ENSMUSG00000027365	Trpm7	ortholog_one2one
ENSG00000284730	AC068987.5	ENSMUSG00000113558	AC104834.1	ortholog_one2one
ENSG00000259684	AC084756.1			
ENSG00000197172	MAGEA6			
ENSG00000214189	ZNF788			
ENSG00000242615	AC022415.1			
ENSG00000231652	AL590428.1			
ENSG00000149257	SERPINH1	ENSMUSG00000070436	Serpinh1	ortholog_one2one
ENSG00000254004	ZNF260	ENSMUSG00000049421	Zfp260	ortholog_one2one
ENSG00000197497	ZNF665	ENSMUSG00000067942	Zfp160	ortholog_one2many
ENSG00000267788	AC015936.2			
ENSG00000187918	OR51I2	ENSMUSG00000073932	Olfr641	ortholog_one2one
ENSG00000275431	AC244100.2			
ENSG00000258460	AL355096.1			
ENSG00000258497	AL359682.1			
ENSG00000258681	AL355836.1			
ENSG00000174799	CEP135	ENSMUSG00000036403	Cep135	ortholog_one2one
ENSG00000223735	OR51B3P			
ENSG00000103355	PRSS33	ENSMUSG00000049620	Prss33	ortholog_one2one
ENSG00000214546	AC087491.1			
ENSG00000116774	OLFML3	ENSMUSG00000027848	Olfml3	ortholog_one2one
ENSG00000116957	TBCE	ENSMUSG00000039233	Tbce	ortholog_one2one
ENSG00000156642	NPTN	ENSMUSG00000032336	Nptn	ortholog_one2one
ENSG00000279068	AC244517.6			
ENSG00000272674	PCDHB16	ENSMUSG00000051663	Pcdhb1	ortholog_one2one
ENSG00000250257	LDHAL6DP			
ENSG00000240777	AC025572.1			
ENSG00000253304	TMEM200B	ENSMUSG00000070720	Tmem200b	ortholog_one2one
ENSG00000187672	ERC2	ENSMUSG00000040640	Erc2	ortholog_one2one
ENSG00000197479	PCDHB11	ENSMUSG00000043313	Pcdhb19	ortholog_one2many
ENSG00000240174	AP000852.1			
ENSG00000234669	ZFP57			
ENSG00000253404	AC034243.1			
ENSG00000235612	AL353681.1			
ENSG00000178631	ACTG1P1			
ENSG00000276462	BX255923.2			
ENSG00000281207	SLFNL1-AS1			
ENSG00000276842	AC023510.2			
ENSG00000139651	ZNF740	ENSMUSG00000046897	Zfp740	ortholog_one2one
ENSG00000233569	AL161630.1			
ENSG00000235133	RPL35AP22			
ENSG00000233516	AL445644.1			
ENSG00000234514	LST1			
ENSG00000225420	AC104134.1			
ENSG00000273372	SFTPD-AS1			
ENSG00000224817	AC010789.1			
ENSG00000176752	OR51A1P			
ENSG00000282581	AC138747.8			
ENSG00000189393	FAM90A14P			
ENSG00000250267	AC021237.1			
ENSG00000213264	NIP7P2			
ENSG00000233309	RPS6P12			
ENSG00000102794	ACOD1	ENSMUSG00000022126	Acod1	ortholog_one2one
ENSG00000275311	AC139494.3			
ENSG00000099812	MISP	ENSMUSG00000035852	Misp	ortholog_one2one
ENSG00000274722	KIR3DL2			
ENSG00000277036	AC139494.6			
ENSG00000174417	TRHR	ENSMUSG00000038760	Trhr	ortholog_one2one
ENSG00000278727	AC000403.1			
ENSG00000142937	RPS8			
ENSG00000267595	AC060780.3			
ENSG00000255315	OR8A3P			
ENSG00000277606	AC118459.2			
ENSG00000254646	OR8B10P			
ENSG00000022267	FHL1	ENSMUSG00000023092	Fhl1	ortholog_one2one
ENSG00000284617	AC134684.3			
ENSG00000258405	ZNF578	ENSMUSG00000100617	Gm7145	ortholog_many2many
ENSG00000258405	ZNF578	ENSMUSG00000101303	B020011L13Rik	ortholog_many2many
ENSG00000258405	ZNF578	ENSMUSG00000100305	Gm28360	ortholog_many2many
ENSG00000278543	AC010332.2			
ENSG00000166762	CATSPER2	ENSMUSG00000033486	Catsper2	ortholog_one2one
ENSG00000230261	OR52J2P			
ENSG00000214980	AC025538.1			
ENSG00000272853	AC069544.1			
ENSG00000232555	AC104088.1			
ENSG00000253842	AP003472.2			
ENSG00000257379	AC023509.1			
ENSG00000109390	NDUFC1	ENSMUSG00000037152	Ndufc1	ortholog_one2one
ENSG00000223952	TNF			
ENSG00000185863	TMEM210	ENSMUSG00000026963	Tmem210	ortholog_one2one
ENSG00000272519	AC079610.3			
ENSG00000164587	RPS14	ENSMUSG00000024608	Rps14	ortholog_one2one
ENSG00000270659	AC079610.2			
ENSG00000228110	ST13P19			
ENSG00000279960	AL137783.1			
ENSG00000264007	AC104564.3			
ENSG00000241241	KRTAP4-16	ENSMUSG00000078130	Gm11555	ortholog_many2many
ENSG00000241241	KRTAP4-16	ENSMUSG00000044649	Krtap4-2	ortholog_many2many
ENSG00000241241	KRTAP4-16	ENSMUSG00000063251	Krtap4-1	ortholog_many2many
ENSG00000241241	KRTAP4-16	ENSMUSG00000045109	Krtap4-7	ortholog_many2many
ENSG00000241241	KRTAP4-16	ENSMUSG00000069718	Gm11563	ortholog_many2many
ENSG00000204880	KRTAP4-8	ENSMUSG00000078130	Gm11555	ortholog_many2many
ENSG00000204880	KRTAP4-8	ENSMUSG00000044649	Krtap4-2	ortholog_many2many
ENSG00000204880	KRTAP4-8	ENSMUSG00000063251	Krtap4-1	ortholog_many2many
ENSG00000204880	KRTAP4-8	ENSMUSG00000045109	Krtap4-7	ortholog_many2many
ENSG00000204880	KRTAP4-8	ENSMUSG00000069718	Gm11563	ortholog_many2many
ENSG00000168237	GLYCTK	ENSMUSG00000020258	Glyctk	ortholog_one2one
ENSG00000267149	AC011476.2			
ENSG00000255251	PRR23D1			
ENSG00000265469	POLR3KP2			
ENSG00000140368	PSTPIP1	ENSMUSG00000032322	Pstpip1	ortholog_one2one
ENSG00000278901	AC005609.1			
ENSG00000254092	AC015468.3			
ENSG00000281943	TRBV7-9			
ENSG00000283380	AL807742.1			
ENSG00000248112	AC108174.1			
ENSG00000266236	NARF-IT1			
ENSG00000020256	ZFP64	ENSMUSG00000027551	Zfp64	ortholog_one2one
ENSG00000270187	IGKV1OR2-11			
ENSG00000143469	SYT14	ENSMUSG00000016200	Syt14	ortholog_one2one
ENSG00000205628	LINC01446			
ENSG00000224632	Z73361.1			
ENSG00000272656	AC024933.1			
ENSG00000225185	PPIAP8			
ENSG00000259309	AC021818.1			
ENSG00000217874	OR4F7P			
ENSG00000282470	TRBV6-7			
ENSG00000126218	F10	ENSMUSG00000031444	F10	ortholog_one2one
ENSG00000255181	CCDC166	ENSMUSG00000098176	Ccdc166	ortholog_one2one
ENSG00000280187	AC022107.1			
ENSG00000178927	C17orf62	ENSMUSG00000039294	BC017643	ortholog_one2one
ENSG00000181097	AC105219.1			
ENSG00000232239	RBPJP5			
ENSG00000272917	AC010186.4			
ENSG00000253299	AC025647.1			
ENSG00000281721	LINC01080			
ENSG00000165029	ABCA1	ENSMUSG00000015243	Abca1	ortholog_one2one
ENSG00000260634	AC012508.2			
ENSG00000135750	KCNK1	ENSMUSG00000033998	Kcnk1	ortholog_one2one
ENSG00000226367	ST7-AS2			
ENSG00000111596	CNOT2	ENSMUSG00000020166	Cnot2	ortholog_one2one
ENSG00000274021	AC024909.3			
ENSG00000101773	RBBP8	ENSMUSG00000041238	Rbbp8	ortholog_one2one
ENSG00000066084	DIP2B	ENSMUSG00000023026	Dip2b	ortholog_one2one
ENSG00000259457	AC100826.1			
ENSG00000159674	SPON2	ENSMUSG00000037379	Spon2	ortholog_one2one
ENSG00000160888	IER2	ENSMUSG00000053560	Ier2	ortholog_one2one
ENSG00000135976	ANKRD36			
ENSG00000258368	ZNF970P			
ENSG00000156509	FBXO43	ENSMUSG00000048230	Fbxo43	ortholog_one2one
ENSG00000267152	AC093227.1			
ENSG00000231265	TRERNA1			
ENSG00000257820	MRPS6P4			
ENSG00000180044	C3orf80	ENSMUSG00000046999	1110032F04Rik	ortholog_one2one
ENSG00000254480	AC015689.1			
ENSG00000227649	MTND6P32			
ENSG00000236643	AL354928.1			
ENSG00000198908	BHLHB9	ENSMUSG00000072964	Bhlhb9	ortholog_one2one
ENSG00000279438	AP001002.2			
ENSG00000248278	SUMO2P17			
ENSG00000245482	AC046130.1			
ENSG00000264491	AC005544.1			
ENSG00000213486	AC108039.1			
ENSG00000254788	CKLF-CMTM1			
ENSG00000136783	NIPSNAP3A	ENSMUSG00000015247	Nipsnap3b	ortholog_one2many
ENSG00000136783	NIPSNAP3A	ENSMUSG00000015242	Nipsnap3a	ortholog_one2many
ENSG00000254350	AC091979.1			
ENSG00000273423	OR13I1P			
ENSG00000265883	AC060771.1			
ENSG00000276457	FKBP4P8			
ENSG00000160963	COL26A1	ENSMUSG00000004415	Col26a1	ortholog_one2one
ENSG00000269952	AL117336.2			
ENSG00000126106	TMEM53	ENSMUSG00000048772	Tmem53	ortholog_one2one
ENSG00000172016	REG3A	ENSMUSG00000071356	Reg3b	ortholog_many2many
ENSG00000172016	REG3A	ENSMUSG00000079516	Reg3a	ortholog_many2many
ENSG00000172016	REG3A	ENSMUSG00000030017	Reg3g	ortholog_many2many
ENSG00000172016	REG3A	ENSMUSG00000068341	Reg3d	ortholog_many2many
ENSG00000224731	AC016716.2			
ENSG00000012963	UBR7	ENSMUSG00000041712	Ubr7	ortholog_one2one
ENSG00000184385	UMODL1-AS1			
ENSG00000109686	SH3D19	ENSMUSG00000028082	Sh3d19	ortholog_one2one
ENSG00000181234	TMEM132C	ENSMUSG00000034324	Tmem132c	ortholog_one2one
ENSG00000244743	AC087588.1			
ENSG00000129845	TTTY1			
ENSG00000198585	NUDT16	ENSMUSG00000032566	1700080E11Rik	ortholog_one2many
ENSG00000198585	NUDT16	ENSMUSG00000032565	Nudt16	ortholog_one2many
ENSG00000125498	KIR2DL1			
ENSG00000129484	PARP2	ENSMUSG00000036023	Parp2	ortholog_one2one
ENSG00000216548	AL357084.1			
ENSG00000270509	AL713998.2			
ENSG00000276487	AC061709.1			
ENSG00000248510	LINC02267			
ENSG00000220483	SLC25A51P1			
ENSG00000146013	GFRA3	ENSMUSG00000024366	Gfra3	ortholog_one2one
ENSG00000107938	EDRF1	ENSMUSG00000039990	Edrf1	ortholog_one2one
ENSG00000177464	GPR4	ENSMUSG00000044317	Gpr4	ortholog_one2one
ENSG00000166250	CLMP	ENSMUSG00000032024	Clmp	ortholog_one2one
ENSG00000254272	AC087854.1			
ENSG00000278409	CU467002.1			
ENSG00000234902	AC007879.3			
ENSG00000173083	HPSE	ENSMUSG00000035273	Hpse	ortholog_one2one
ENSG00000280160	AC135050.7			
ENSG00000136059	VILL	ENSMUSG00000038775	Vill	ortholog_one2one
ENSG00000283692	Z96074.1			
ENSG00000282481	AC100810.4			
ENSG00000224525	AL591686.1			
ENSG00000102924	CBLN1	ENSMUSG00000031654	Cbln1	ortholog_one2one
ENSG00000259473	LINC02205			
ENSG00000278834	AC073508.3			
ENSG00000230921	HAO2-IT1			
ENSG00000275993	CU639417.1	ENSMUSG00000024042	Sik1	ortholog_one2many
ENSG00000249609	AC080188.2			
ENSG00000279045	AP003400.2			
ENSG00000197576	HOXA4	ENSMUSG00000000942	Hoxa4	ortholog_one2one
ENSG00000278661	TRAJ37			
ENSG00000282787	AL157888.1			
ENSG00000230068	CDC42-IT1			
ENSG00000224727	FCF1P7			
ENSG00000231343	HCG25			
ENSG00000259061	AL358292.1			
ENSG00000163792	TCF23	ENSMUSG00000006642	Tcf23	ortholog_one2one
ENSG00000198093	ZNF649			
ENSG00000227138	AL161788.1			
ENSG00000278266	AC079949.2			
ENSG00000258934	AL356800.1			
ENSG00000148606	POLR3A	ENSMUSG00000025280	Polr3a	ortholog_one2one
ENSG00000236864	AC068295.1			
ENSG00000234163	MTND4LP11			
ENSG00000224339	AL121578.1			
ENSG00000164326	CARTPT	ENSMUSG00000021647	Cartpt	ortholog_one2one
ENSG00000280235	AC139494.7			
ENSG00000196970	NXF4			
ENSG00000230279	LTA			
ENSG00000279144	AC099667.1			
ENSG00000250243	AC110296.1			
ENSG00000259012	MTCYBP27			
ENSG00000237904	BX284632.2			
ENSG00000237408	ART2BP			
ENSG00000226566	AL390962.1			
ENSG00000260828	HMGB3P32			
ENSG00000251557	HNRNPKP3			
ENSG00000231436	RBMY3AP			
ENSG00000231906	AC016397.1			
ENSG00000215186	GOLGA6B	ENSMUSG00000002546	Golga2	ortholog_one2many
ENSG00000172270	BSG	ENSMUSG00000023175	Bsg	ortholog_one2one
ENSG00000260144	AC100827.2			
ENSG00000261243	AC022165.1			
ENSG00000159208	CIART	ENSMUSG00000038550	Ciart	ortholog_one2one
ENSG00000154743	TSEN2	ENSMUSG00000042389	Tsen2	ortholog_one2one
ENSG00000227961	RPL13AP			
ENSG00000232218	AL021937.2			
ENSG00000135960	EDAR	ENSMUSG00000003227	Edar	ortholog_one2one
ENSG00000223573	TINCR	ENSMUSG00000110218	Gm20219	ortholog_one2one
ENSG00000230902	FAM204CP			
ENSG00000168421	RHOH	ENSMUSG00000029204	Rhoh	ortholog_one2one
ENSG00000261613	AC093525.6			
ENSG00000256221	AC244502.2			
ENSG00000228662	MCCD1			
ENSG00000258742	AL117192.1			
ENSG00000226733	AL138826.1			
ENSG00000197888	UGT2B17	ENSMUSG00000029260	Ugt2b34	ortholog_many2many
ENSG00000197888	UGT2B17	ENSMUSG00000035836	Ugt2b1	ortholog_many2many
ENSG00000197888	UGT2B17	ENSMUSG00000057425	Ugt2b37	ortholog_many2many
ENSG00000197888	UGT2B17	ENSMUSG00000061906	Ugt2b38	ortholog_many2many
ENSG00000197888	UGT2B17	ENSMUSG00000035811	Ugt2b35	ortholog_many2many
ENSG00000197888	UGT2B17	ENSMUSG00000054630	Ugt2b5	ortholog_many2many
ENSG00000197888	UGT2B17	ENSMUSG00000070704	Ugt2b36	ortholog_many2many
ENSG00000279171	AC006065.6			
ENSG00000110367	DDX6	ENSMUSG00000032097	Ddx6	ortholog_one2one
ENSG00000198785	GRIN3A	ENSMUSG00000039579	Grin3a	ortholog_one2one
ENSG00000196126	HLA-DRB1	ENSMUSG00000067341	H2-Eb2	ortholog_many2many
ENSG00000196126	HLA-DRB1	ENSMUSG00000060586	H2-Eb1	ortholog_many2many
ENSG00000143603	KCNN3	ENSMUSG00000000794	Kcnn3	ortholog_one2one
ENSG00000074842	MYDGF	ENSMUSG00000019579	Mydgf	ortholog_one2one
ENSG00000164649	CDCA7L	ENSMUSG00000021175	Cdca7l	ortholog_one2one
ENSG00000272861	AC012360.2			
ENSG00000176007	FAM220BP			
ENSG00000250708	LINC02269			
ENSG00000251525	TCP11X3P			
ENSG00000155729	KCTD18	ENSMUSG00000054770	Kctd18	ortholog_one2one
ENSG00000228820	RPSAP1			
ENSG00000178522	AMBN	ENSMUSG00000029288	Ambn	ortholog_one2one
ENSG00000279942	AL353597.3			
ENSG00000164362	TERT	ENSMUSG00000021611	Tert	ortholog_one2one
ENSG00000123353	ORMDL2	ENSMUSG00000025353	Ormdl2	ortholog_one2one
ENSG00000225906	AP000949.1			
ENSG00000244249	AC063955.1			
ENSG00000160710	ADAR	ENSMUSG00000027951	Adar	ortholog_one2one
ENSG00000272912	AL356608.1			
ENSG00000180720	CHRM4	ENSMUSG00000040495	Chrm4	ortholog_one2one
ENSG00000230430	USP17L25	ENSMUSG00000043073	Usp17le	ortholog_many2many
ENSG00000230430	USP17L25	ENSMUSG00000054568	Usp17la	ortholog_many2many
ENSG00000230430	USP17L25	ENSMUSG00000062369	Usp17lb	ortholog_many2many
ENSG00000230430	USP17L25	ENSMUSG00000058976	Usp17lc	ortholog_many2many
ENSG00000230430	USP17L25	ENSMUSG00000057321	Usp17ld	ortholog_many2many
ENSG00000121895	TMEM156	ENSMUSG00000037913	Tmem156	ortholog_one2one
ENSG00000271373	NANOGP3			
ENSG00000157404	KIT	ENSMUSG00000005672	Kit	ortholog_one2one
ENSG00000271338	AL591034.3			
ENSG00000184058	TBX1	ENSMUSG00000009097	Tbx1	ortholog_one2one
ENSG00000250913	USP17L23	ENSMUSG00000043073	Usp17le	ortholog_many2many
ENSG00000250913	USP17L23	ENSMUSG00000054568	Usp17la	ortholog_many2many
ENSG00000250913	USP17L23	ENSMUSG00000062369	Usp17lb	ortholog_many2many
ENSG00000250913	USP17L23	ENSMUSG00000058976	Usp17lc	ortholog_many2many
ENSG00000250913	USP17L23	ENSMUSG00000057321	Usp17ld	ortholog_many2many
ENSG00000267100	ILF3-AS1			
ENSG00000100600	LGMN	ENSMUSG00000021190	Lgmn	ortholog_one2one
ENSG00000219863	RPL31P28			
ENSG00000271367	AL034374.2			
ENSG00000100526	CDKN3	ENSMUSG00000037628	Cdkn3	ortholog_one2one
ENSG00000250745	USP17L20	ENSMUSG00000043073	Usp17le	ortholog_many2many
ENSG00000250745	USP17L20	ENSMUSG00000054568	Usp17la	ortholog_many2many
